SalePrice,Area,Bedrooms,Bathrooms,CarParks,PropertyType
446000,448,3,2,2,0
492480,786,2,1,1,1
600000,291,2,2,1,0
320000,293,3,2,1,0
332000,683,3,1,2,0
621000,2512,2,1,1,0
510000,705,3,1,1,0
450000,2087,3,1,1,1
345000,1653,4,2,5,1
1100000,933,3,3,1,1
495000,655,3,1,2,0
600000,241,3,1,1,0
700000,797,3,1,1,0
358000,355,4,2,2,0
340000,197,3,1,1,1
340000,734,4,2,2,0
266000,173,2,1,1,1
447900,349,4,2,2,0
386000,399,3,2,2,0
650000,420,2,1,1,0
1600000,151,2,2,2,0
585000,605,3,2,2,0
645000,53,2,1,1,1
255000,3066,2,1,1,1
643000,2238,2,1,1,1
520000,824,2,1,1,1
1926000,613,3,3,2,0
1050000,653,3,1,2,0
377500,566,3,2,2,0
275000,264,3,2,1,0
1825000,670,3,2,2,0
204000,497,1,1,1,1
320000,179,3,1,1,1
480000,685,4,2,2,0
420000,524,3,2,2,0
310000,568,2,1,1,1
402000,937,4,2,1,0
550000,504,4,3,2,0
300000,461,1,1,1,1
550000,314,2,1,2,0
990000,680,3,1,3,0
800000,598,4,2,3,0
415000,653,4,2,2,0
283000,692,3,2,2,0
550000,3133,2,1,1,1
285000,662,4,1,2,0
782500,569,3,1,2,0
410000,448,3,2,2,0
335000,612,3,1,2,0
303000,358,3,2,2,0
320000,353,3,2,1,0
255000,266,2,1,1,0
3761000,710,4,2,2,0
329900,158,3,2,1,1
505000,601,3,2,1,0
600000,224,2,1,1,0
1191000,140,2,1,1,0
325000,617,4,2,2,0
890000,533,3,2,2,0
315000,232,3,2,1,0
610000,62,2,1,1,1
315000,500,4,2,2,0
425000,512,4,2,2,0
325000,788,3,1,2,0
370000,226,3,1,2,1
411000,530,3,1,3,0
540000,702,4,2,4,0
410000,2345,1,1,1,1
600000,765,4,2,2,0
590000,238,3,2,2,0
845000,821,3,1,1,0
790000,2343,2,2,1,1
330000,537,3,1,1,0
392000,836,2,1,1,1
235000,551,3,1,1,0
330000,272,3,2,1,0
762500,272,3,2,2,0
1275000,2517,2,2,1,1
340000,650,3,2,1,0
597000,1947,2,2,1,1
1191500,1106,3,2,2,0
411000,836,3,1,2,1
475000,660,3,1,1,0
373000,604,3,2,2,0
465000,400,3,2,1,0
735000,2517,2,2,1,1
950000,1000,3,3,4,0
290000,1515,1,1,1,1
390100,579,3,2,6,0
345000,684,3,2,2,0
457000,1653,1,1,1,1
560000,737,3,1,1,0
768000,169,4,2,2,0
545000,600,3,2,2,0
320000,362,3,2,2,0
435000,510,4,2,2,0
281000,378,3,1,1,0
670500,912,3,1,2,0
378000,157,2,1,1,1
380000,1011,2,2,1,0
837000,170,3,1,2,1
540000,495,4,2,2,0
760000,2777,2,2,2,1
1225000,2043,3,3,1,1
330000,550,1,1,1,1
270000,1886,2,1,1,1
240000,523,3,1,2,1
485000,596,3,2,2,0
832500,829,2,1,1,1
764000,650,2,2,2,0
353500,421,4,2,2,0
700000,657,4,3,2,0
760000,229,2,1,2,0
310000,2560,3,1,1,1
1000000,774,2,2,1,0
389000,544,3,2,2,0
7000000,2762,4,3,3,0
475000,575,3,2,2,0
500000,1947,2,2,1,1
625000,594,3,2,3,0
446000,601,3,2,2,0
415000,709,3,1,1,0
405000,150,3,1,2,1
679500,355,3,1,2,0
219000,148,3,1,1,1
295000,540,3,1,2,0
2975000,420,3,2,2,0
3300000,654,4,2,2,0
385000,608,4,2,2,0
380000,375,4,2,2,0
305000,447,3,1,1,0
395000,391,3,2,1,0
450000,512,3,2,2,0
705000,672,4,3,2,0
630000,2274,1,1,1,1
385000,616,5,2,2,0
1100000,265,4,2,2,0
372000,458,4,2,2,0
712500,377,3,1,2,0
335000,534,2,1,1,0
1550000,663,3,1,2,0
200300,1050,1,1,0,1
1730000,500,3,2,6,1
516500,581,4,2,2,0
450000,645,3,2,2,0
450000,2230,2,1,1,1
702500,1214,2,1,1,1
750000,145,3,1,1,0
338000,504,4,2,4,0
386550,1212,2,1,1,1
800000,227,3,2,2,1
404000,872,1,1,0,0
436000,380,2,1,2,0
331000,312,3,2,2,0
342000,702,4,2,2,0
675000,501,3,1,1,0
1650000,920,4,2,3,0
650000,2192,3,1,1,1
275000,909,3,1,1,0
797000,2896,2,2,2,1
395000,580,4,2,2,0
542000,962,2,1,1,1
890000,411,2,1,1,0
810000,553,3,2,2,0
640000,109,2,2,2,1
500000,549,2,1,1,0
462000,528,4,2,2,0
630000,690,5,2,1,0
350000,313,3,2,2,0
1250000,354,3,2,1,0
300000,167,2,1,1,0
455000,560,4,2,2,0
330000,532,3,1,2,0
360000,119,2,2,2,1
655000,199,3,2,3,0
640000,582,4,2,2,0
419000,312,4,2,2,0
1000000,2517,2,2,1,1
324000,144,3,2,1,0
750000,158,4,2,1,1
1810000,768,4,2,4,0
420000,509,4,2,2,0
320000,1397,2,2,1,0
982000,520,2,2,2,0
360000,599,3,1,3,0
1905000,1040,3,1,2,0
260000,126,3,1,1,1
853000,854,4,3,2,0
925000,335,3,1,2,0
470000,712,2,1,1,1
295000,707,2,1,1,1
721000,750,4,1,1,0
350000,552,3,2,1,0
379000,448,4,2,2,0
385000,131,2,1,1,0
1094000,613,4,1,2,0
410000,1083,3,1,2,0
482500,672,3,2,2,0
532000,2454,1,1,1,1
500000,1237,2,1,1,1
928000,1254,3,1,2,0
2690000,957,3,3,2,0
327502,140,3,2,2,0
310000,198,2,1,1,1
616350,203,3,2,0,0
460000,250,2,1,1,1
361000,787,3,2,2,0
368500,575,3,1,0,1
745000,521,3,1,1,0
482500,400,3,2,3,0
550000,567,3,1,1,0
545000,203,4,2,2,0
307000,400,3,2,2,0
382000,313,2,2,1,0
750000,2316,3,2,1,1
320000,549,3,1,3,0
355000,1835,2,2,1,1
500000,550,3,1,2,0
1232000,609,3,1,2,0
573000,743,2,2,1,1
516000,2027,3,1,2,0
480000,1124,2,1,1,1
320000,309,3,2,2,0
516000,576,4,2,2,0
292000,343,3,1,2,0
600000,442,2,1,1,0
342000,385,3,1,1,0
295000,126,2,1,1,1
530000,556,3,2,1,0
675000,654,4,2,1,0
335000,526,3,1,2,0
380000,2311,1,1,1,1
542500,1900,3,1,2,0
515000,3482,2,1,1,1
595000,491,3,1,2,0
347550,415,3,2,1,0
301000,191,3,1,2,1
227000,1860,2,1,1,1
1050000,274,3,2,1,0
700000,836,3,1,1,0
570000,850,3,1,1,0
742000,766,2,2,1,1
518000,604,5,2,2,0
280000,2177,2,1,1,1
325500,514,3,1,2,0
1600000,533,4,2,3,0
1050000,2517,2,2,1,0
662283,229,3,1,1,1
620000,654,3,1,2,0
671000,693,3,1,2,0
290000,603,4,3,2,0
460000,884,4,2,2,0
285000,786,3,1,2,0
625000,383,3,1,1,0
355000,315,3,2,2,0
345000,527,3,1,4,0
2050000,944,2,1,2,0
575000,122,3,2,2,1
410000,1827,2,1,0,1
334000,504,3,1,2,0
375000,517,3,2,2,0
440000,870,2,1,1,1
705000,537,4,2,2,0
333000,310,3,2,2,0
647000,427,3,2,4,0
535000,2065,2,1,1,1
635000,800,4,2,2,0
305000,658,2,1,2,0
915000,182,3,1,1,0
301000,341,3,2,2,0
365000,400,3,2,2,0
492000,2785,1,1,1,1
203000,100,3,1,1,1
230000,640,1,1,1,1
467000,141,2,1,0,1
1370000,676,4,2,2,0
530000,829,4,2,2,0
923000,217,3,1,1,0
524800,855,3,1,1,0
1110000,389,2,1,2,0
279000,583,3,1,1,0
1595000,802,3,1,2,0
386000,600,3,2,1,0
441200,448,3,2,2,0
650000,587,2,1,1,0
460000,498,3,2,2,0
535000,399,4,2,2,0
360000,1033,3,1,1,1
305000,380,3,2,2,0
866000,535,3,3,3,0
320000,2062,1,1,1,1
215000,513,3,2,0,0
597000,2896,2,2,1,1
345000,294,4,2,1,0
269000,92,2,1,1,1
345000,362,3,1,2,0
331000,575,3,1,2,0
4450000,1079,5,3,2,0
500000,579,4,2,2,0
525000,650,3,2,1,0
413000,539,3,2,2,0
330002,647,3,2,2,0
442500,675,4,2,3,0
332000,1658,2,1,1,1
621000,697,3,2,2,0
381500,96,2,1,1,1
420000,1397,2,2,1,1
645000,292,2,1,2,1
632500,350,3,1,1,0
318500,544,3,2,2,0
285000,733,3,2,1,0
630000,220,2,2,1,0
255000,590,3,1,2,0
890000,597,3,2,2,0
345000,579,3,2,1,0
561000,771,2,2,1,1
451000,851,3,1,2,1
340000,626,2,1,1,0
425000,595,4,2,2,0
790000,285,3,2,2,0
325000,627,3,1,1,0
435000,636,3,1,1,0
595000,212,4,2,2,0
340000,641,4,2,1,0
575000,326,3,2,2,0
530000,990,4,2,2,0
480000,693,3,1,1,0
715000,230,3,2,3,1
575000,158,3,1,1,0
420000,1123,1,1,1,1
320000,669,3,2,2,0
281500,844,1,1,1,1
2220000,492,3,2,1,0
770000,586,3,1,2,0
1275000,421,3,3,2,0
344000,359,3,2,2,0
720000,560,5,4,2,0
710000,201,3,2,2,0
585000,244,3,2,2,0
380000,585,3,2,2,0
395000,400,4,2,2,0
1950000,833,5,3,2,0
348500,147,3,2,2,1
560000,588,1,1,1,1
320000,421,3,2,2,0
254000,201,3,1,1,1
257000,580,3,2,1,0
2375000,298,4,4,3,1
395000,560,4,2,2,0
275000,228,3,2,2,1
660000,1004,7,2,2,0
615000,1619,2,1,1,1
680000,540,3,1,1,0
420000,158,2,1,1,1
1150000,223,3,2,1,0
480000,406,3,2,2,0
731000,337,3,1,1,0
405000,650,3,2,2,0
420000,550,1,1,1,1
335000,251,3,2,2,0
1305000,360,4,2,2,0
370000,1969,1,1,1,1
520000,2330,2,2,2,1
560000,722,4,2,2,0
280000,344,3,1,1,0
385000,1171,2,1,1,1
490000,720,3,2,2,0
287500,1416,1,1,1,1
385000,251,2,2,1,0
862500,445,2,1,2,0
535000,525,4,2,2,0
520000,790,3,2,2,0
351500,299,2,1,1,1
353500,511,4,2,2,0
355000,1308,3,2,2,1
580000,2777,2,1,0,1
280000,604,3,2,2,1
457500,400,4,2,2,0
500000,108,2,1,1,1
565000,519,4,2,2,0
310000,601,3,1,2,0
810000,212,4,2,2,1
947535,1019,4,3,2,1
352000,601,3,2,2,0
1110000,666,3,2,3,0
459000,673,3,2,1,0
334000,530,3,1,4,0
528000,414,4,2,2,0
385000,984,5,2,2,0
530000,508,4,2,2,0
392000,420,4,2,2,0
380000,400,3,2,2,0
306000,326,3,2,2,0
420000,2896,1,1,1,1
545000,1011,4,1,3,0
837000,502,2,1,1,1
595000,100,2,1,2,1
385000,2825,1,1,1,1
365000,3399,2,1,1,1
415000,1969,1,1,1,1
643000,650,3,2,0,0
280000,1500,3,1,1,1
495000,290,3,2,1,1
301000,657,3,1,2,0
410000,349,5,2,2,0
420000,149,3,2,1,1
855000,565,3,2,2,0
520000,531,3,2,2,0
862500,361,3,2,1,0
470000,423,4,2,2,0
950000,204,2,1,1,0
305000,638,3,1,1,0
912000,2804,2,2,2,1
318000,320,3,2,1,0
515000,530,4,2,2,0
493000,1082,3,2,2,0
336000,657,3,1,2,0
660000,729,3,1,1,0
320000,574,4,2,1,0
1800000,500,4,2,2,0
347000,550,1,1,1,1
2380000,1239,3,3,2,0
339900,72,2,1,1,1
390000,388,3,2,2,0
392500,560,3,2,2,0
400000,1885,4,3,5,0
975000,574,3,1,1,0
220000,109,2,1,1,1
900000,572,3,1,1,0
370000,136,3,1,2,1
555000,2323,2,2,1,1
412500,932,2,1,1,1
430000,467,4,2,2,0
518000,790,4,2,2,0
312000,418,4,2,2,0
404000,486,4,2,2,0
321000,314,3,2,2,0
840000,188,3,3,2,1
343000,546,3,1,2,0
500000,440,1,1,0,1
330000,150,3,2,1,1
345000,400,4,2,2,0
292500,1014,2,2,1,1
3495000,715,1,1,1,1
355000,544,4,3,2,0
405000,998,1,1,1,1
555000,905,3,2,3,0
275000,172,2,1,1,1
1405000,858,3,1,3,0
404000,2466,2,1,1,1
4130000,752,5,2,2,0
374000,300,3,1,1,0
625000,2236,2,2,1,1
460000,446,2,1,1,0
450000,765,5,3,2,0
470000,1226,2,1,1,1
735000,748,3,1,2,0
970000,353,3,3,1,0
599000,162,2,2,2,1
3400000,1896,3,2,3,1
255000,500,3,2,2,0
270000,102,2,1,1,1
460000,1310,2,1,1,1
285000,135,2,1,1,1
595000,496,4,3,2,0
337500,348,3,1,1,0
466000,1264,4,2,4,0
450000,417,4,2,2,0
382500,130,2,1,1,1
900500,592,3,1,1,0
350000,412,3,1,1,0
2550000,593,3,1,1,0
840000,564,3,1,4,0
805000,3068,2,2,1,1
655000,306,3,2,2,1
420000,375,3,2,2,0
825000,1330,3,2,2,1
870000,615,3,1,1,0
750000,491,3,2,2,0
310000,266,3,2,1,1
350000,540,3,2,1,0
375000,402,4,2,2,0
553000,837,5,2,2,0
665000,576,4,2,2,0
282000,350,2,1,1,0
621700,656,3,2,2,0
565000,560,5,3,2,0
405000,573,4,2,2,0
867500,600,3,2,2,0
1250000,630,6,3,2,0
580000,795,3,1,0,0
442000,1214,1,1,1,1
435000,480,4,2,2,0
445000,500,4,3,2,0
520000,400,3,2,4,0
425000,162,2,1,1,1
586000,574,3,1,1,0
1018500,129,2,2,2,0
1935000,533,3,2,2,0
410000,666,3,1,2,0
380000,230,3,2,1,0
371000,528,3,2,2,0
510000,237,3,2,1,1
661000,200,2,1,2,0
322000,117,3,2,1,1
440000,1748,3,3,3,1
527500,658,3,2,2,0
390000,300,3,2,2,0
375000,144,2,1,1,1
302000,580,3,1,1,0
420000,448,4,2,2,0
850000,292,3,2,1,0
680000,1429,3,2,2,0
720000,1779,2,1,2,1
200000,1833,1,1,1,1
1431888,809,5,3,2,0
255000,325,3,1,1,0
268000,531,3,1,1,0
905000,1112,4,2,2,0
452000,234,2,1,2,1
265000,207,2,1,1,1
1350000,720,3,1,1,0
506000,2435,2,1,1,1
390000,769,4,2,2,0
330000,666,3,1,2,0
330000,684,3,2,1,0
330501,635,3,2,2,0
727000,491,3,1,1,0
560000,772,1,1,1,1
3400000,1126,5,2,4,0
339900,73,4,1,1,1
315000,380,3,2,1,0
506500,2345,2,1,1,1
272000,531,3,1,2,0
792000,748,3,3,2,1
700000,749,4,3,2,0
428333,448,3,2,2,0
385000,637,3,1,2,0
627000,338,4,2,2,0
352000,400,3,2,2,0
800000,367,2,1,3,0
428000,448,3,2,2,0
3855000,965,4,3,2,0
245000,580,3,1,2,0
335000,347,3,2,2,0
560000,850,3,1,1,0
420000,698,3,2,2,0
950000,195,3,1,2,1
429000,2238,1,1,1,1
412000,392,3,2,2,0
442000,132,3,2,2,1
955000,980,4,2,2,0
210000,1894,2,1,1,1
387000,929,2,1,1,1
580000,2607,2,2,1,1
310000,638,3,2,1,0
726000,238,3,1,0,0
530000,1438,2,2,1,1
550000,651,2,1,1,0
527000,721,2,1,1,1
870000,679,3,1,4,0
560000,761,4,2,1,1
665000,2023,2,1,1,1
1925000,733,4,2,3,0
500000,312,3,2,2,0
1530000,236,4,1,1,0
860000,219,4,3,2,1
332500,541,3,1,1,0
626000,722,4,2,2,0
350000,331,3,2,2,0
310000,595,1,1,1,1
370000,2652,2,1,1,1
1160000,784,3,1,2,0
432000,2654,2,1,1,1
671000,415,4,2,2,0
620000,1208,2,1,1,1
455000,1368,1,1,1,1
260000,580,3,2,2,0
625750,299,3,1,1,0
360500,236,3,1,1,1
635000,545,3,1,2,0
595000,103,2,2,1,1
390000,477,3,2,2,0
720000,74,3,1,2,1
550000,534,3,1,2,0
404000,711,3,2,2,0
560000,762,3,2,2,0
612000,929,3,2,2,0
435000,287,3,2,2,1
510000,68,2,1,6,0
701200,314,2,1,1,1
955000,1201,3,2,1,1
600000,150,3,1,1,0
1799000,525,3,3,2,0
555000,312,2,2,2,0
2000000,993,3,2,4,1
400000,476,4,2,2,0
655000,263,3,2,2,0
402000,400,4,2,2,0
352500,524,3,2,1,0
386000,528,4,2,2,0
406000,619,4,2,1,0
3025000,974,5,4,4,0
395000,644,1,1,1,1
935000,319,3,1,1,0
801000,2896,2,2,1,1
945000,585,3,1,1,0
955000,150,2,1,0,0
365000,400,3,2,2,0
400000,724,2,1,1,1
490000,726,3,1,1,0
600000,703,4,2,2,0
320000,313,3,1,1,0
480000,356,2,1,2,0
375000,1073,2,1,1,1
457000,2785,2,1,1,1
447000,137,2,1,1,1
375500,2037,2,1,1,1
370000,173,3,2,1,0
3900000,627,4,3,2,0
531000,604,4,2,3,0
220000,1469,2,1,1,1
220000,707,2,1,1,1
414500,400,4,2,2,0
560000,841,4,2,2,0
530000,568,3,2,2,0
430000,592,4,2,2,0
560000,435,4,2,2,0
263000,543,3,1,2,0
1415000,880,4,1,2,0
703000,487,2,2,1,1
1850000,517,3,2,2,0
375000,650,3,2,2,0
2475000,740,3,2,2,1
835000,422,3,2,2,0
305000,568,3,1,2,0
460000,637,3,2,2,0
420000,1009,4,1,2,0
660000,766,3,1,1,0
340000,360,3,1,2,1
295000,517,1,1,1,1
2350000,549,3,2,2,0
590000,566,2,1,1,1
474000,162,2,1,2,1
513000,2345,2,1,2,1
246500,136,3,1,1,1
385000,2162,2,2,1,1
599000,151,3,1,0,0
1241000,780,3,2,2,0
515000,278,3,1,1,0
300000,710,3,2,1,0
450000,1256,2,1,1,1
220500,3010,1,1,1,1
610000,655,4,1,1,0
370000,397,4,2,2,0
459600,464,4,2,2,0
415100,364,3,2,2,0
342500,399,4,2,2,0
355000,160,3,2,2,0
469000,576,4,2,2,0
1027000,587,3,1,1,0
1525000,349,4,2,2,0
845000,312,4,2,1,0
319500,574,3,1,1,0
305000,650,2,1,1,0
210000,307,3,1,1,0
500000,559,4,1,2,1
250000,346,5,3,3,0
521000,560,3,2,2,0
530000,206,3,2,2,0
362500,693,2,2,3,0
1275000,587,4,2,2,0
369700,630,4,2,2,0
345000,315,3,2,2,0
596300,1908,2,1,2,1
490000,480,4,2,2,0
452000,818,2,1,2,1
400000,496,3,2,2,0
1190000,337,2,1,2,1
1110000,1094,3,2,2,0
310000,1500,3,1,1,1
243000,570,3,1,1,0
325000,450,3,2,2,0
575000,278,2,2,1,0
600000,553,4,2,2,0
291000,131,2,1,1,1
462000,1386,1,1,1,1
577500,866,2,1,1,1
355000,2127,1,1,0,1
490000,680,3,1,2,0
415000,638,3,1,1,0
245000,580,4,1,2,0
450000,827,3,2,2,0
400000,512,3,1,2,0
588000,523,3,2,2,0
410000,699,4,2,2,0
312000,560,4,2,2,0
1525000,2222,3,2,2,1
738000,833,4,2,2,0
335000,545,3,2,2,0
525000,650,3,2,4,0
505000,374,2,1,1,0
410000,84,2,1,1,1
365000,204,3,1,1,0
490000,121,2,1,1,0
410000,1446,2,1,1,1
396500,2323,1,1,1,1
560000,837,4,2,2,0
569500,1197,2,1,1,1
285000,365,3,1,1,0
495000,760,3,2,2,0
513000,319,3,1,2,1
304000,316,3,2,1,0
835000,819,5,3,5,0
1200000,1022,2,2,2,1
410000,773,2,1,1,1
681000,444,3,1,2,0
431000,623,3,3,2,0
752000,395,2,1,1,0
405000,399,3,2,2,0
1659000,739,4,2,3,0
521000,592,4,2,2,0
240000,113,2,1,1,1
325000,226,3,2,1,1
388000,1969,1,1,1,1
205000,151,2,1,1,1
450000,290,4,2,2,0
259000,938,1,1,1,1
745000,655,4,2,2,0
1020000,1338,3,2,4,0
854000,140,2,1,1,0
395000,268,2,2,2,1
281000,744,2,2,2,1
4125000,968,4,3,2,0
377500,314,3,2,1,0
457000,628,3,1,2,0
250000,2108,2,1,1,1
316000,401,4,2,2,0
556000,839,3,1,1,1
313000,880,3,1,3,0
520000,223,3,2,2,1
625000,378,3,2,2,0
339000,617,3,2,2,0
950000,557,3,2,1,1
354000,644,2,1,2,0
612000,561,3,2,1,0
352500,674,3,1,6,0
705000,1914,2,2,1,1
600000,1254,3,1,1,1
327000,627,3,2,2,0
621000,678,2,1,1,0
257500,430,3,1,1,1
422250,1238,3,1,3,0
435000,1378,2,1,1,1
495000,627,2,1,1,1
390000,429,3,2,2,0
830000,846,5,4,2,0
1400000,1230,2,1,1,0
303000,608,3,2,1,0
385000,946,4,2,2,0
575000,564,3,2,1,1
406000,564,3,2,2,0
395000,130,3,2,2,1
780000,300,2,1,2,0
657500,744,3,1,3,0
650000,859,3,3,2,0
945000,1046,2,2,2,1
580000,640,3,2,2,0
695000,1282,2,2,1,1
541000,523,3,2,2,0
200000,957,1,1,1,1
500000,736,4,2,2,0
265000,790,3,1,2,0
1800000,513,4,3,2,0
405000,140,2,1,1,1
695000,257,3,2,2,0
1700000,773,3,2,3,0
320000,513,4,2,2,0
547000,318,2,1,1,0
323000,185,3,1,2,0
287500,158,2,1,1,1
305000,59,2,1,1,1
335000,444,4,2,2,0
430000,399,2,2,2,0
340000,320,4,2,1,0
425000,512,4,2,2,0
725000,436,4,1,1,0
385000,1486,2,2,1,1
667000,69,2,2,1,1
326000,412,3,2,1,0
557000,246,3,2,2,1
2000000,697,7,2,2,0
528000,635,2,1,1,0
355000,648,3,1,2,0
340000,660,4,2,2,0
340000,2956,2,1,1,1
424500,350,2,2,1,1
335000,364,3,2,2,0
745000,739,3,2,1,0
352750,878,1,1,1,0
610000,514,3,1,1,0
360000,565,3,1,2,0
602000,189,3,3,2,1
505000,723,4,1,1,0
465000,256,4,3,2,0
445000,156,2,1,1,1
1420000,805,3,2,2,0
558000,617,1,1,1,1
425000,648,3,2,2,0
2750000,606,4,3,2,0
355000,378,3,2,2,0
375000,235,4,2,2,1
495500,945,3,2,3,0
327500,480,3,2,2,0
465000,678,4,2,3,0
507200,166,2,1,1,1
545000,648,3,2,2,0
465000,534,3,1,3,0
505000,3003,1,1,1,1
402000,468,4,2,2,0
240000,576,4,2,2,0
291000,127,3,1,1,1
545000,463,2,1,1,1
320000,558,3,1,2,0
385000,557,3,2,4,0
760000,202,3,2,2,1
1760000,1216,5,2,2,0
621000,3094,2,1,1,1
275000,811,1,1,1,1
600000,159,2,2,2,0
306502,654,3,2,2,0
445000,447,4,2,2,0
490000,687,4,2,2,0
1675000,1061,4,1,1,0
280000,307,3,1,1,0
490000,586,4,2,2,0
430000,776,4,2,2,0
382000,1653,4,2,5,1
730000,346,3,1,1,1
448000,575,3,2,2,0
284900,2038,2,1,1,1
395000,565,3,1,2,0
422500,544,4,2,2,0
633000,529,3,1,2,0
1140000,268,3,1,2,0
400000,342,3,1,1,0
302500,453,3,2,2,0
378000,1969,1,1,1,1
610000,1969,2,2,1,1
2250000,496,4,1,4,0
305000,401,4,2,2,0
420000,1137,2,1,1,1
653000,471,2,1,2,0
1039000,806,3,2,3,0
337000,220,3,2,1,1
1470000,1581,3,1,1,0
275000,195,2,1,1,1
530000,1846,2,2,1,0
349950,504,4,2,2,0
524000,694,4,2,3,0
244001,512,3,2,2,0
300000,389,2,1,1,0
315000,279,2,1,1,1
750000,331,3,1,1,0
556050,418,2,1,1,1
1365000,1397,2,2,1,0
360000,400,1,1,1,1
947000,440,3,2,1,0
1920600,496,1,1,1,0
1435000,385,4,2,1,0
450000,379,4,2,2,0
272000,218,2,1,1,1
455500,716,3,2,2,0
692500,579,3,2,2,0
2600000,780,4,2,2,0
581000,659,3,1,1,0
542000,1635,3,2,2,1
322800,266,3,1,1,1
450000,214,3,1,3,1
360000,652,4,1,2,0
802000,285,3,3,3,0
515000,962,2,1,1,1
458000,448,4,2,2,0
497500,337,3,2,3,0
285000,500,3,2,1,0
415000,527,5,2,2,0
495000,2323,2,1,1,1
390000,1137,1,1,1,1
1100000,161,3,1,2,0
520000,399,2,1,1,0
1550000,342,2,1,3,1
1057080,2517,2,2,1,1
468000,719,4,2,2,0
312000,191,2,1,1,1
350000,827,3,1,1,1
400000,521,4,2,2,0
335000,592,3,2,4,0
1410000,772,2,2,1,0
320000,91,2,1,1,1
400000,587,4,2,2,0
360000,612,4,2,2,0
420000,391,4,2,2,0
566000,313,4,3,2,0
351000,376,3,2,2,0
450000,515,4,2,2,0
635000,484,5,3,2,0
320000,154,3,2,1,1
261000,157,2,1,1,0
465000,575,4,2,1,0
628000,198,2,1,2,0
379000,1969,1,1,1,1
451500,1350,2,1,1,1
330000,820,3,2,2,0
965000,320,3,1,1,0
575040,1282,2,1,1,1
379000,660,2,1,1,1
890000,544,3,1,1,0
341000,521,3,1,1,0
380000,154,4,2,2,1
351000,671,3,1,2,0
560000,862,3,2,1,1
599000,57,3,2,1,0
761000,820,4,1,2,0
500000,92,2,3,1,0
806000,417,2,2,1,0
378500,504,3,2,2,0
527000,610,3,2,3,0
500000,189,3,1,2,1
319000,582,1,1,1,1
410100,403,4,2,2,0
700000,501,2,2,2,0
408000,2986,3,1,6,0
570000,627,2,2,1,1
385000,1202,2,1,1,1
337000,227,3,1,1,1
284000,792,1,1,1,1
360000,826,2,1,1,1
355000,400,3,2,2,0
390000,568,3,1,2,0
525000,613,4,2,2,0
773000,623,4,2,2,0
301000,1181,2,1,1,1
500000,268,2,2,2,0
370000,502,3,2,2,0
289500,1747,2,1,1,0
200000,1778,1,1,0,1
237000,206,2,1,1,1
521000,468,2,1,2,0
595500,675,3,2,2,0
825000,2777,2,2,2,1
790000,2673,2,2,2,1
630000,762,4,2,2,0
505000,1023,2,1,4,0
340000,1137,1,1,1,1
565000,230,3,2,2,1
1666666,788,3,4,6,0
920000,557,4,2,2,0
427000,626,4,2,2,0
415000,274,3,2,2,0
1380000,207,3,2,2,0
598000,402,4,2,2,0
4900000,1179,5,2,2,0
615000,292,5,2,2,0
585000,1341,2,1,1,1
350000,648,4,2,2,0
690000,300,2,1,2,0
290000,810,1,1,1,1
485000,350,4,2,2,0
752000,697,3,1,2,0
545000,793,4,2,2,0
330000,448,3,2,2,0
350500,579,4,2,2,0
713500,543,2,1,2,1
360000,509,3,2,2,0
525000,697,4,2,2,0
445000,431,4,2,2,0
1240000,571,4,2,5,0
230000,200,2,1,1,1
800000,200,3,1,1,0
465000,664,3,2,2,0
480000,701,3,2,2,0
361000,619,3,2,4,0
515000,675,3,1,2,0
510000,378,4,2,2,0
205000,548,3,1,1,0
330000,621,3,2,3,0
367200,556,3,2,2,0
645000,541,3,1,2,0
284500,56,3,1,1,1
470000,964,2,1,1,1
387000,529,3,2,0,0
827500,2192,3,2,2,1
203000,496,4,2,2,0
250000,543,3,2,2,0
370000,436,4,2,2,0
400000,169,3,1,2,1
837500,613,4,2,2,1
394869,701,3,1,1,0
250000,237,3,2,1,1
333000,451,3,2,2,0
518000,3137,1,1,1,1
565500,3003,2,2,1,1
1652500,673,4,2,1,0
554000,649,3,1,1,0
343000,626,3,2,4,0
1051000,279,2,2,1,0
372000,544,4,2,2,0
360000,330,3,2,1,0
420000,395,3,2,2,0
383000,400,4,2,2,0
675000,735,2,2,1,1
300000,2340,1,1,1,1
345000,530,3,1,1,0
330000,623,3,1,1,0
350000,696,3,1,2,0
440000,428,4,2,2,0
340000,400,3,1,1,0
1270000,472,4,1,1,0
418650,1208,1,1,1,1
440000,261,3,1,1,1
770000,208,3,2,2,1
520500,219,2,1,1,0
423000,400,4,2,2,0
640000,101,2,2,1,1
793000,779,4,2,2,0
375000,543,3,1,2,0
315000,262,3,1,2,1
560000,588,4,2,4,0
349900,185,3,2,2,0
2275000,660,3,1,2,0
916000,483,3,1,3,0
465000,1363,2,2,1,1
340000,164,2,1,1,1
880000,1622,3,3,3,0
290000,666,4,2,2,0
340000,557,2,1,1,0
620000,1237,2,1,0,1
480000,1893,2,1,1,1
715000,1218,2,1,0,1
220000,467,4,2,2,1
396500,461,3,2,2,0
342000,598,3,1,2,0
450000,702,4,2,2,0
591000,773,3,1,3,0
900000,314,3,2,1,0
405000,306,3,2,2,0
300000,1265,2,2,1,0
1375000,1376,2,2,2,1
900000,1100,4,2,2,0
565000,3137,2,1,1,1
1200000,373,4,2,2,0
475000,1378,4,2,2,0
